id_conta_pagar,id_fornecedor,data_emissao,data_vencimento,data_pagamento,id_centro_custo,id_plano_contas,valor_original,valor_pago,juros_multa,desconto,status
274,27,2025-04-28,2025-05-18,,4,11,7809.89,0.0,0.0,0.0,CANCELADA
275,15,2025-04-12,2025-04-22,2025-05-07,7,15,6073.06,6209.9,136.84,0.0,PAGA
276,22,2025-08-22,2025-09-05,2025-09-25,2,15,11376.46,11910.99,534.53,0.0,PAGA
277,20,2024-07-08,2024-07-30,2024-08-04,4,16,5690.85,5911.09,220.24,0.0,PAGA
278,8,2025-02-03,2025-02-25,2025-03-04,7,12,12474.46,12745.42,270.96,0.0,PAGA
279,39,2024-10-15,2024-10-31,,7,15,10643.77,0.0,0.0,0.0,CANCELADA
280,7,2025-03-03,2025-03-13,,1,15,4435.33,0.0,0.0,0.0,ATRASADA
281,28,2025-10-26,2025-11-22,2025-11-25,8,11,9812.65,10075.5,262.85,0.0,PAGA
282,4,2024-10-23,2024-10-28,2024-10-26,2,11,8737.57,8571.43,0.0,166.14,PAGA
283,15,2024-07-19,2024-07-31,2024-08-21,3,13,8240.09,8626.79,386.7,0.0,PAGA
284,1,2024-02-23,2024-03-15,2024-04-06,7,13,1783.98,1861.47,77.49,0.0,PAGA
285,8,2024-06-09,2024-06-19,2024-06-26,5,16,9440.4,9794.13,353.73,0.0,PAGA
286,18,2025-04-25,2025-05-07,2025-05-14,8,16,4795.81,4862.08,66.27,0.0,PAGA
287,29,2025-06-15,2025-07-05,2025-08-02,8,15,5027.85,5244.6,216.75,0.0,PAGA
288,25,2025-07-14,2025-08-01,2025-08-10,7,13,8965.74,9169.44,203.7,0.0,PAGA
289,20,2025-11-25,2025-12-14,,7,12,5963.13,0.0,0.0,0.0,ATRASADA
290,40,2024-04-21,2024-04-27,2024-05-11,6,15,12036.95,12594.8,557.85,0.0,PAGA
291,32,2024-11-08,2024-11-29,2024-12-07,1,10,7786.71,8021.26,234.55,0.0,PAGA
292,35,2025-06-01,2025-06-10,2025-07-04,1,12,8075.91,8167.49,91.58,0.0,PAGA
293,21,2024-07-05,2024-07-22,2024-08-14,4,16,10449.0,10727.23,278.23,0.0,PAGA
294,10,2025-01-27,2025-02-09,2025-02-20,4,16,8838.81,8929.43,90.62,0.0,PAGA
295,2,2024-11-25,2024-12-01,2024-12-19,3,12,7999.6,8354.78,355.18,0.0,PAGA
296,16,2025-04-11,2025-04-16,2025-04-21,6,13,6241.07,6437.41,196.34,0.0,PAGA
297,36,2025-05-30,2025-06-29,,6,15,4637.38,0.0,0.0,0.0,CANCELADA
298,6,2025-03-22,2025-04-10,,6,16,9913.61,0.0,0.0,0.0,CANCELADA
299,8,2024-04-02,2024-04-25,2024-05-08,8,14,7419.44,7733.08,313.64,0.0,PAGA
300,5,2024-04-07,2024-04-16,2024-04-15,8,13,1487.34,1450.94,0.0,36.4,PAGA
301,25,2024-07-23,2024-08-18,2024-08-18,8,14,2026.95,2026.95,0.0,0.0,PAGA
302,8,2024-03-15,2024-04-06,,2,10,1855.47,0.0,0.0,0.0,ATRASADA
303,25,2025-06-28,2025-07-26,2025-08-17,6,11,1205.87,1239.58,33.71,0.0,PAGA
304,31,2024-09-17,2024-10-10,2024-10-26,5,10,1968.23,2002.52,34.29,0.0,PAGA
305,28,2024-02-21,2024-03-01,2024-03-31,6,12,2971.42,3002.81,31.39,0.0,PAGA
306,20,2024-06-08,2024-06-16,,8,11,9167.11,0.0,0.0,0.0,ATRASADA
307,39,2024-07-05,2024-07-24,,4,15,781.53,0.0,0.0,0.0,CANCELADA
308,16,2024-02-19,2024-03-15,2024-04-08,7,14,5949.31,6136.59,187.28,0.0,PAGA
309,27,2025-07-25,2025-08-24,2025-09-18,4,11,7779.26,8080.47,301.21,0.0,PAGA
310,19,2024-01-16,2024-02-12,2024-02-18,3,11,12062.94,12255.87,192.93,0.0,PAGA
311,8,2025-01-22,2025-01-27,2025-02-21,5,16,748.07,769.47,21.4,0.0,PAGA
312,38,2025-12-01,2025-12-13,,5,15,4462.09,0.0,0.0,0.0,ATRASADA
313,38,2025-01-08,2025-01-30,2025-02-14,7,13,12287.89,12782.81,494.92,0.0,PAGA
314,40,2024-12-15,2024-12-23,,7,16,3410.56,0.0,0.0,0.0,ATRASADA
315,2,2024-10-22,2024-11-20,2024-12-16,8,12,10590.15,10699.16,109.01,0.0,PAGA
316,6,2024-04-04,2024-04-25,,8,16,2597.23,0.0,0.0,0.0,ATRASADA
317,40,2025-12-26,2026-01-05,2025-12-31,1,15,1539.87,1559.88,20.01,0.0,PAGA
318,24,2025-08-13,2025-08-28,2025-09-07,3,14,8962.53,9243.25,280.72,0.0,PAGA
319,33,2025-06-05,2025-06-22,,6,10,5449.38,0.0,0.0,0.0,CANCELADA
320,9,2025-02-08,2025-02-16,2025-02-13,6,16,14117.74,13829.64,0.0,288.1,PAGA
321,32,2024-07-07,2024-08-01,2024-08-25,7,15,9409.26,9855.17,445.91,0.0,PAGA
322,1,2024-10-16,2024-11-12,,1,14,8397.23,0.0,0.0,0.0,ATRASADA
323,28,2024-05-27,2024-06-02,2024-05-30,6,11,1164.38,1133.17,0.0,31.21,PAGA
324,37,2024-03-15,2024-04-05,2024-05-03,6,10,7268.63,7585.62,316.99,0.0,PAGA
325,11,2024-01-19,2024-01-24,2024-02-20,2,14,12230.47,12413.74,183.27,0.0,PAGA
326,23,2024-06-20,2024-07-08,,6,13,11560.69,0.0,0.0,0.0,CANCELADA
327,36,2025-01-14,2025-01-30,2025-02-24,5,10,1304.71,1351.99,47.28,0.0,PAGA
328,20,2025-05-19,2025-06-16,,6,13,4914.13,0.0,0.0,0.0,CANCELADA
329,26,2024-06-26,2024-07-20,2024-08-16,8,14,9994.17,10391.82,397.65,0.0,PAGA
330,5,2024-12-12,2025-01-06,2025-01-23,8,10,6649.9,6791.94,142.04,0.0,PAGA
331,17,2024-04-30,2024-05-18,2024-05-29,6,15,2794.54,2844.31,49.77,0.0,PAGA
332,36,2024-01-20,2024-02-18,2024-03-03,1,15,3608.62,3712.78,104.16,0.0,PAGA
333,21,2024-08-09,2024-09-06,2024-09-08,5,10,10886.06,11082.45,196.39,0.0,PAGA
334,31,2025-01-13,2025-01-24,2025-02-12,4,15,6754.73,6871.0,116.27,0.0,PAGA
335,14,2025-07-22,2025-07-31,,5,10,11275.03,0.0,0.0,0.0,ATRASADA
336,24,2024-12-07,2024-12-19,2025-01-01,4,15,13812.56,14434.14,621.58,0.0,PAGA
337,7,2024-09-28,2024-10-19,,1,14,2514.6,0.0,0.0,0.0,ATRASADA
338,11,2025-07-19,2025-08-17,2025-09-01,3,12,332.86,342.99,10.13,0.0,PAGA
339,26,2025-03-23,2025-04-01,2025-04-06,4,13,9005.45,9162.77,157.32,0.0,PAGA
340,6,2024-06-21,2024-07-03,2024-07-01,1,12,13558.73,13197.7,0.0,361.03,PAGA
341,30,2025-02-18,2025-03-09,,3,12,3773.46,0.0,0.0,0.0,ATRASADA
342,14,2024-01-30,2024-02-11,2024-03-01,8,16,13205.33,13395.29,189.96,0.0,PAGA
343,19,2024-10-05,2024-10-22,2024-11-04,5,16,597.8,623.92,26.12,0.0,PAGA
344,25,2025-04-27,2025-05-18,2025-06-07,2,12,5213.82,5387.77,173.95,0.0,PAGA
345,2,2025-08-24,2025-09-16,2025-09-27,6,11,5109.41,5358.62,249.21,0.0,PAGA
346,35,2024-04-30,2024-05-08,2024-06-04,2,16,14880.86,15568.72,687.86,0.0,PAGA
347,12,2025-04-17,2025-04-23,2025-04-21,8,11,9922.18,9716.53,0.0,205.65,PAGA
348,26,2025-12-09,2026-01-04,2025-12-31,7,12,9648.01,9837.69,189.68,0.0,PAGA
349,35,2024-07-23,2024-08-05,2024-08-28,8,13,4539.28,4681.56,142.28,0.0,PAGA
350,35,2025-12-28,2026-01-24,2025-12-31,3,10,4289.41,4205.43,0.0,83.98,PAGA
