id_conta_receber,id_cliente,data_emissao,data_vencimento,data_pagamento,id_centro_custo,id_plano_contas,valor_original,valor_pago,juros_multa,desconto,status
268,33,2024-03-20,2024-04-29,2024-04-25,7.0,3,15963.6,15168.72,0.0,794.88,PAGA
269,44,2025-10-11,2025-10-26,2025-10-29,5.0,3,5727.66,5843.12,115.46,0.0,PAGA
270,22,2025-02-10,2025-03-04,2025-03-04,1.0,3,3811.1,3811.1,0.0,0.0,PAGA
271,3,2025-11-23,2025-12-30,,3.0,3,13785.92,0.0,0.0,0.0,ATRASADA
272,10,2024-05-08,2024-05-26,2024-06-11,2.0,3,18309.06,18464.71,155.65,0.0,PAGA
273,50,2024-06-20,2024-07-29,2024-08-07,2.0,3,19308.12,19612.2,304.08,0.0,PAGA
274,22,2024-07-03,2024-08-09,,6.0,3,7877.2,0.0,0.0,0.0,ATRASADA
275,42,2024-06-04,2024-07-08,2024-07-03,1.0,1,19884.52,19654.94,0.0,229.58,PAGA
276,45,2025-08-14,2025-09-11,2025-09-14,6.0,1,8207.08,8324.35,117.27,0.0,PAGA
277,10,2024-05-22,2024-06-21,2024-06-26,6.0,3,17305.38,17669.77,364.39,0.0,PAGA
278,7,2024-10-27,2024-12-11,2024-12-07,2.0,1,18505.27,17780.0,0.0,725.27,PAGA
279,38,2024-03-12,2024-04-05,2024-04-12,2.0,1,4114.82,4183.11,68.29,0.0,PAGA
280,10,2025-10-24,2025-12-01,,5.0,1,5687.6,0.0,0.0,0.0,ATRASADA
281,6,2024-04-08,2024-04-27,,8.0,1,8339.93,0.0,0.0,0.0,CANCELADA
282,21,2024-10-18,2024-11-27,2024-12-12,5.0,1,3657.86,3747.74,89.88,0.0,PAGA
283,11,2025-10-31,2025-12-02,,7.0,2,4939.39,0.0,0.0,0.0,ATRASADA
284,3,2025-09-25,2025-10-24,,2.0,2,15319.35,0.0,0.0,0.0,ATRASADA
285,7,2025-07-24,2025-08-08,,8.0,1,9103.84,0.0,0.0,0.0,ATRASADA
286,44,2025-01-20,2025-03-06,,6.0,2,15112.38,0.0,0.0,0.0,ATRASADA
287,15,2024-03-27,2024-05-11,2024-05-12,7.0,2,10352.9,10555.47,202.57,0.0,PAGA
288,42,2025-10-28,2025-12-05,2025-12-07,6.0,3,14862.2,15130.87,268.67,0.0,PAGA
289,10,2025-08-03,2025-08-29,,8.0,1,18398.27,0.0,0.0,0.0,ATRASADA
290,50,2024-09-13,2024-10-05,2024-10-16,5.0,2,19739.26,19884.25,144.99,0.0,PAGA
291,31,2024-07-26,2024-09-05,,5.0,3,7964.27,0.0,0.0,0.0,ATRASADA
292,25,2024-08-07,2024-09-17,,2.0,2,7068.7,0.0,0.0,0.0,ATRASADA
293,15,2025-08-28,2025-09-30,2025-10-18,6.0,2,4793.08,4884.57,91.49,0.0,PAGA
294,25,2024-02-10,2024-03-07,,3.0,3,1102.41,0.0,0.0,0.0,CANCELADA
295,20,2025-11-20,2025-12-31,,,2,5523.45,0.0,0.0,0.0,ABERTA
296,44,2025-06-28,2025-08-03,2025-08-21,7.0,1,10860.21,11126.09,265.88,0.0,PAGA
297,40,2024-01-20,2024-02-07,,,2,14345.33,0.0,0.0,0.0,CANCELADA
298,19,2025-01-23,2025-02-28,2025-02-24,5.0,1,9265.88,9098.53,0.0,167.35,PAGA
299,45,2025-08-15,2025-08-27,2025-08-31,1.0,3,3250.03,3345.28,95.25,0.0,PAGA
300,34,2024-08-30,2024-10-12,2024-10-10,,2,4629.56,4561.02,0.0,68.54,PAGA
301,4,2025-12-23,2026-01-05,2025-12-31,,3,16631.46,16079.14,0.0,552.32,PAGA
302,2,2025-10-05,2025-11-06,,8.0,3,10681.44,0.0,0.0,0.0,ATRASADA
303,21,2024-09-09,2024-10-05,2024-10-10,7.0,2,3809.43,3853.31,43.88,0.0,PAGA
304,8,2024-06-28,2024-08-05,2024-08-21,7.0,1,13877.97,14244.49,366.52,0.0,PAGA
305,45,2024-08-12,2024-09-18,2024-09-29,8.0,3,13933.58,14106.01,172.43,0.0,PAGA
306,29,2024-07-30,2024-08-21,,4.0,1,12401.54,0.0,0.0,0.0,ATRASADA
307,32,2024-04-08,2024-04-29,,6.0,2,13810.47,0.0,0.0,0.0,ATRASADA
308,4,2024-11-22,2024-12-03,2024-12-08,7.0,3,4836.17,4913.67,77.5,0.0,PAGA
309,39,2025-08-28,2025-09-15,2025-10-04,4.0,1,15328.22,15596.16,267.94,0.0,PAGA
310,31,2025-11-08,2025-12-21,2025-12-28,1.0,1,12238.94,12525.79,286.85,0.0,PAGA
311,21,2024-12-17,2025-01-14,,5.0,2,10123.38,0.0,0.0,0.0,CANCELADA
312,49,2024-11-24,2025-01-07,2025-01-05,,2,4729.86,4682.45,0.0,47.41,PAGA
313,22,2025-07-15,2025-08-13,2025-08-27,,3,11614.67,11717.54,102.87,0.0,PAGA
314,49,2025-04-02,2025-04-18,2025-04-21,3.0,1,13010.45,13322.58,312.13,0.0,PAGA
315,12,2025-10-23,2025-12-06,,4.0,2,17069.74,0.0,0.0,0.0,ATRASADA
316,50,2024-06-12,2024-07-18,2024-07-20,6.0,3,5625.99,5736.04,110.05,0.0,PAGA
317,1,2025-01-19,2025-03-05,,3.0,3,17269.43,0.0,0.0,0.0,ATRASADA
318,17,2025-01-20,2025-02-06,,8.0,2,6412.44,0.0,0.0,0.0,ATRASADA
319,13,2025-12-20,2026-02-03,,8.0,1,16069.74,0.0,0.0,0.0,CANCELADA
320,2,2025-02-03,2025-02-24,2025-03-05,5.0,3,10357.3,10514.81,157.51,0.0,PAGA
321,38,2024-08-31,2024-09-25,2024-09-28,8.0,2,4179.89,4289.67,109.78,0.0,PAGA
322,3,2025-07-08,2025-07-26,2025-08-15,2.0,1,912.54,921.14,8.6,0.0,PAGA
323,33,2024-07-19,2024-08-22,2024-08-18,,3,11843.68,11714.95,0.0,128.73,PAGA
324,6,2025-03-18,2025-04-02,2025-04-06,,2,9135.6,9364.62,229.02,0.0,PAGA
325,45,2024-01-09,2024-02-07,,1.0,3,11215.13,0.0,0.0,0.0,CANCELADA
326,8,2024-05-28,2024-07-06,,5.0,3,12188.82,0.0,0.0,0.0,ATRASADA
327,48,2024-12-26,2025-01-25,2025-01-27,6.0,1,7513.49,7593.21,79.72,0.0,PAGA
328,6,2025-06-03,2025-06-25,2025-07-04,5.0,2,9063.98,9247.62,183.64,0.0,PAGA
329,39,2025-08-14,2025-08-31,2025-09-13,6.0,1,9762.94,9959.03,196.09,0.0,PAGA
330,9,2024-06-12,2024-06-23,2024-06-20,1.0,2,8571.64,8203.26,0.0,368.38,PAGA
331,47,2024-05-26,2024-06-26,2024-07-15,4.0,1,18536.77,19070.6,533.83,0.0,PAGA
332,44,2025-12-09,2026-01-15,,1.0,2,19428.85,0.0,0.0,0.0,CANCELADA
333,40,2025-09-12,2025-09-24,,4.0,2,12487.37,0.0,0.0,0.0,ATRASADA
334,32,2024-04-22,2024-05-22,,6.0,3,1962.84,0.0,0.0,0.0,ATRASADA
335,10,2024-12-10,2025-01-19,2025-02-07,8.0,1,6588.18,6741.87,153.69,0.0,PAGA
336,19,2024-05-07,2024-05-30,2024-05-30,4.0,3,18880.08,18880.08,0.0,0.0,PAGA
337,5,2025-09-19,2025-10-06,2025-10-21,2.0,2,17108.58,17458.73,350.15,0.0,PAGA
338,47,2024-07-07,2024-07-20,,6.0,2,3436.67,0.0,0.0,0.0,CANCELADA
339,5,2025-05-07,2025-06-16,2025-06-19,1.0,1,9768.46,10001.38,232.92,0.0,PAGA
340,26,2025-09-09,2025-10-01,2025-09-26,4.0,1,16933.27,16118.46,0.0,814.81,PAGA
341,33,2024-03-25,2024-04-16,2024-05-04,1.0,3,3261.96,3290.72,28.76,0.0,PAGA
342,7,2024-07-28,2024-08-08,2024-08-20,3.0,1,9101.01,9265.26,164.25,0.0,PAGA
343,14,2024-01-24,2024-02-27,2024-03-08,3.0,1,13201.03,13302.9,101.87,0.0,PAGA
344,23,2024-11-29,2024-12-17,2024-12-12,3.0,1,16300.9,15792.02,0.0,508.88,PAGA
345,30,2024-01-16,2024-02-17,2024-02-25,,3,8714.96,8780.38,65.42,0.0,PAGA
346,42,2024-01-17,2024-02-29,,8.0,1,15394.96,0.0,0.0,0.0,ATRASADA
347,39,2025-04-06,2025-05-14,,6.0,1,19629.59,0.0,0.0,0.0,CANCELADA
348,19,2025-02-03,2025-03-01,2025-02-26,8.0,1,7057.57,6982.41,0.0,75.16,PAGA
349,23,2025-09-07,2025-10-05,2025-10-08,,1,19571.89,19902.11,330.22,0.0,PAGA
350,11,2025-11-21,2025-12-02,2025-11-28,,1,10329.25,10050.92,0.0,278.33,PAGA
351,47,2025-01-01,2025-02-15,2025-03-07,1.0,2,10338.63,10612.48,273.85,0.0,PAGA
352,7,2025-09-16,2025-10-06,2025-10-24,8.0,3,10849.1,10953.92,104.82,0.0,PAGA
353,16,2024-01-23,2024-02-16,2024-02-21,4.0,3,13760.68,13891.86,131.18,0.0,PAGA
354,19,2024-09-16,2024-10-05,2024-10-11,4.0,1,14476.66,14679.8,203.14,0.0,PAGA
355,43,2025-02-21,2025-03-12,,1.0,3,7181.68,0.0,0.0,0.0,CANCELADA
356,2,2024-12-27,2025-01-25,2025-01-23,2.0,3,15068.66,14839.16,0.0,229.5,PAGA
357,46,2025-03-18,2025-04-30,,6.0,3,14414.94,0.0,0.0,0.0,ATRASADA
358,25,2024-04-28,2024-05-20,2024-06-04,1.0,2,10898.37,11119.91,221.54,0.0,PAGA
359,1,2025-11-08,2025-12-09,2025-12-10,3.0,1,2610.86,2639.6,28.74,0.0,PAGA
360,42,2024-07-22,2024-08-02,2024-08-07,3.0,2,7883.11,7989.34,106.23,0.0,PAGA
361,17,2024-03-06,2024-04-06,2024-04-01,3.0,3,15254.66,14497.53,0.0,757.13,PAGA
362,3,2025-01-23,2025-02-20,2025-02-16,6.0,2,15591.82,14909.35,0.0,682.47,PAGA
363,45,2024-11-13,2024-11-27,,6.0,1,6514.96,0.0,0.0,0.0,ATRASADA
364,47,2024-03-09,2024-04-21,,8.0,1,2318.78,0.0,0.0,0.0,ATRASADA
365,33,2024-01-25,2024-02-28,,6.0,2,12247.0,0.0,0.0,0.0,ATRASADA
366,43,2024-03-12,2024-04-18,2024-04-20,4.0,1,1327.93,1349.45,21.52,0.0,PAGA
367,49,2024-11-06,2024-11-30,,7.0,3,5771.65,0.0,0.0,0.0,CANCELADA
368,46,2024-08-27,2024-09-21,2024-09-28,2.0,1,8645.99,8797.87,151.88,0.0,PAGA
369,8,2024-09-13,2024-10-14,2024-10-23,6.0,3,16566.29,16755.44,189.15,0.0,PAGA
370,1,2025-12-07,2026-01-14,,8.0,2,3271.03,0.0,0.0,0.0,ABERTA
371,28,2025-08-20,2025-09-05,2025-09-04,8.0,2,5637.26,5554.91,0.0,82.35,PAGA
372,29,2025-06-10,2025-06-29,2025-06-25,4.0,2,16410.07,16201.64,0.0,208.43,PAGA
373,15,2025-04-28,2025-05-17,2025-05-18,8.0,1,18772.5,18953.64,181.14,0.0,PAGA
374,17,2025-03-04,2025-03-26,2025-04-08,6.0,3,3547.68,3574.66,26.98,0.0,PAGA
375,39,2025-09-28,2025-10-24,2025-11-11,,2,18485.97,18631.09,145.12,0.0,PAGA
376,47,2025-11-22,2025-12-14,2025-12-17,2.0,1,9322.78,9466.39,143.61,0.0,PAGA
377,28,2024-07-03,2024-08-14,,5.0,1,1809.54,0.0,0.0,0.0,ATRASADA
378,6,2024-09-04,2024-10-07,,7.0,3,2333.41,0.0,0.0,0.0,ATRASADA
379,45,2025-10-01,2025-11-06,2025-11-25,3.0,2,6743.14,6867.41,124.27,0.0,PAGA
380,15,2024-02-14,2024-03-11,2024-03-15,6.0,1,8025.47,8105.11,79.64,0.0,PAGA
381,16,2024-10-10,2024-11-11,2024-12-01,6.0,1,10911.16,11069.06,157.9,0.0,PAGA
382,30,2025-12-06,2025-12-26,,4.0,2,15976.62,0.0,0.0,0.0,CANCELADA
383,3,2024-11-09,2024-12-24,,6.0,1,9438.34,0.0,0.0,0.0,CANCELADA
384,5,2025-02-14,2025-02-25,,1.0,1,10399.7,0.0,0.0,0.0,ATRASADA
385,37,2025-09-26,2025-10-27,,5.0,2,15214.12,0.0,0.0,0.0,ATRASADA
386,43,2025-09-26,2025-10-07,2025-10-02,6.0,2,4717.25,4507.74,0.0,209.51,PAGA
387,25,2024-05-17,2024-06-11,2024-06-14,1.0,2,14223.67,14328.07,104.4,0.0,PAGA
388,45,2025-07-11,2025-07-23,2025-07-23,1.0,3,19455.37,19455.37,0.0,0.0,PAGA
389,30,2024-08-12,2024-09-12,2024-09-08,6.0,3,1270.71,1255.81,0.0,14.9,PAGA
390,1,2025-06-16,2025-07-31,,8.0,1,9696.98,0.0,0.0,0.0,ATRASADA
391,25,2024-11-14,2024-11-27,2024-11-30,5.0,3,8907.44,9085.18,177.74,0.0,PAGA
392,31,2024-02-27,2024-04-12,2024-04-26,3.0,1,4023.77,4072.81,49.04,0.0,PAGA
393,9,2025-07-11,2025-08-19,,4.0,3,1135.55,0.0,0.0,0.0,CANCELADA
394,4,2024-10-21,2024-11-26,2024-11-23,1.0,1,19727.58,19365.41,0.0,362.17,PAGA
395,7,2024-12-29,2025-01-28,2025-01-31,7.0,3,7846.34,7912.76,66.42,0.0,PAGA
396,22,2025-05-18,2025-06-04,2025-06-21,2.0,1,11571.04,11648.9,77.86,0.0,PAGA
397,35,2025-06-15,2025-06-27,2025-06-22,,3,14613.03,13962.72,0.0,650.31,PAGA
398,42,2024-03-05,2024-03-25,2024-03-20,4.0,2,17145.79,16813.37,0.0,332.42,PAGA
399,39,2025-08-03,2025-08-28,2025-09-15,8.0,2,10262.89,10352.72,89.83,0.0,PAGA
400,42,2024-02-07,2024-02-27,,4.0,3,13471.67,0.0,0.0,0.0,CANCELADA
